   4.13200000 -399.11092413 
   4.08908475 -399.11093014 
   4.04616949 -399.11093432 
   4.00325424 -399.11093903 
   3.96033898 -399.11094297 
   3.91742373 -399.11094569 
   3.87450847 -399.11094787 
   3.83159322 -399.11094440 
   3.78867797 -399.11093591 
   3.74576271 -399.11092112 
   3.70284746 -399.11089878 
   3.65993220 -399.11087526 
   3.61701695 -399.11084947 
   3.57410169 -399.11082176 
   3.53118644 -399.11079189 
   3.48827119 -399.11074400 
   3.44535593 -399.11070325 
   3.40244068 -399.11065251 
   3.35952542 -399.11058761 
   3.31661017 -399.11051758 
   3.27369492 -399.11041914 
   3.23077966 -399.11030478 
   3.18786441 -399.11016698 
   3.14494915 -399.11003340 
   3.10203390 -399.10986076 
   3.05911864 -399.10964525 
   3.01620339 -399.10936793 
   2.97328814 -399.10916512 
   2.93037288 -399.10888517 
   2.88745763 -399.10855146 
   2.84454237 -399.10819587 
   2.80162712 -399.10780025 
   2.75871186 -399.10734324 
   2.71579661 -399.10679483 
   2.67288136 -399.10621173 
   2.62996610 -399.10559597 
   2.58705085 -399.10543559 
   2.54413559 -399.10484415 
   2.50122034 -399.10421543 
   2.45830508 -399.10355996 
   2.41538983 -399.10291736 
   2.37247458 -399.10234190 
   2.32955932 -399.10182535 
   2.28664407 -399.10139178 
   2.24372881 -399.10106612 
   2.20081356 -399.10087575 
   2.15789831 -399.10087065 
   2.11498305 -399.10110032 
   2.07206780 -399.10154680 
   2.02915254 -399.10224379 
   1.98623729 -399.10318821 
   1.94332203 -399.10435917 
   1.90040678 -399.10574879 
   1.85749153 -399.10732179 
   1.81457627 -399.10904891 
   1.77166102 -399.11086229 
   1.72874576 -399.11272522 
   1.68583051 -399.11459231 
   1.64291525 -399.11628803 
   1.60000000 -399.11764026 
